,authorDisplayName,publishedAt,likeCount,viewerRating,totalReplyCount,authorChannelURL,comment
1037,Victoria Cantu,2017-07-07T16:51:02.000Z,0,none,0,http://www.youtube.com/channel/UCINOsi4riM1QvbrpCMD0W6Q,Hey Justine
1038,David Rodriguez,2017-07-07T03:29:34.000Z,0,none,0,http://www.youtube.com/channel/UCRQgxSWZS5zewU_VVp0zJFg,What is your name
1039,David Rodriguez,2017-07-07T03:29:12.000Z,0,none,0,http://www.youtube.com/channel/UCRQgxSWZS5zewU_VVp0zJFg,What is your name
1040,David Rodriguez,2017-07-07T03:27:32.000Z,0,none,0,http://www.youtube.com/channel/UCRQgxSWZS5zewU_VVp0zJFg,What's your name
1041,David Rodriguez,2017-07-07T03:27:11.000Z,0,none,0,http://www.youtube.com/channel/UCRQgxSWZS5zewU_VVp0zJFg,Hi
1042,David Rodriguez,2017-07-07T03:27:03.000Z,0,none,0,http://www.youtube.com/channel/UCRQgxSWZS5zewU_VVp0zJFg,What's your name
1043,David Rodriguez,2017-07-07T03:22:51.000Z,0,none,0,http://www.youtube.com/channel/UCRQgxSWZS5zewU_VVp0zJFg,It is true
1044,David Rodriguez,2017-07-07T03:18:18.000Z,0,none,0,http://www.youtube.com/channel/UCRQgxSWZS5zewU_VVp0zJFg,Yes
1045,Marinda Wahl,2017-07-06T13:39:54.000Z,0,none,0,http://www.youtube.com/channel/UCuB7biflm4e_ygUTrMNunSA,plz
1046,blake bunner,2017-07-06T02:37:42.000Z,0,none,0,http://www.youtube.com/channel/UCgDHjHMmfR-kyvTlWfpM8dw,Hi
1047,Kurt Justine San Juan,2017-07-05T22:23:08.000Z,0,none,0,http://www.youtube.com/channel/UCgjajBSBciqTKFYkKlsmdoQ,Hi ijustine
1048,Jade LeeAnne,2017-07-04T16:43:07.000Z,0,none,0,http://www.youtube.com/channel/UCRoyV2ZtD61dTUf1yYlaTKA,how much was it
1049,Y.I.S,2017-07-04T06:52:42.000Z,0,none,0,http://www.youtube.com/channel/UCGRjQTz8oZyf_IVqvNfLF8Q,Ååå a macbook
1050,Jay B,2017-07-04T04:33:08.000Z,0,none,0,http://www.youtube.com/channel/UC4S7_caiy1FFnHqhOsCkpbA,no I do not like that
1051,Jay B,2017-07-04T04:27:40.000Z,0,none,0,http://www.youtube.com/channel/UC4S7_caiy1FFnHqhOsCkpbA,yes you should
1052,Moaz Walid,2017-07-03T21:01:54.000Z,0,none,0,http://www.youtube.com/channel/UClFyyOGRDgi5MAWM6LYTiLA,Hi
1053,Atishay Shrivastava,2017-07-03T19:47:02.000Z,0,none,0,http://www.youtube.com/channel/UCu9LD_o0n5lwT89gzfV6hsA,Looks stupendous
1054,Oscar Tena,2017-07-03T19:07:04.000Z,0,none,0,http://www.youtube.com/channel/UCmCSgZKahyFhnmM2IRC2ueQ,Hey
1055,Blue Frost,2017-07-03T05:14:48.000Z,0,none,0,http://www.youtube.com/channel/UCtNS8GJgBYorbMBPeoBtbRg,way to dramatic
1056,Samantha Anchondo,2017-07-03T02:36:03.000Z,0,none,0,http://www.youtube.com/channel/UCfNNnnrIbApepIeU27nI17w,hi
1057,Raquel Queen,2017-07-02T22:15:56.000Z,0,none,0,http://www.youtube.com/channel/UCqfSKvmkHjr0SpHOWJjKgjw,I love ur videos
1058,Raquel Queen,2017-07-02T22:15:39.000Z,0,none,0,http://www.youtube.com/channel/UCqfSKvmkHjr0SpHOWJjKgjw,Hi
1059,Raquel Queen,2017-07-02T22:15:30.000Z,0,none,0,http://www.youtube.com/channel/UCqfSKvmkHjr0SpHOWJjKgjw,Hi
1060,Tom Stuart,2017-07-02T15:16:29.000Z,0,none,0,http://www.youtube.com/channel/UCP7YYRQaWZ0PhKjwcEeH8yA,The amount of pain she caused to iPhone users by saying hey Siri is unreal
1061,SOURAV DUTTA,2017-07-02T04:57:25.000Z,9,none,1,http://www.youtube.com/channel/UCOrGwIYpotIO8k7YiKsBcsg,"🎤🎤🎤🎤😍🎤🎤🎤
🎤🎤🎤🎤😍😍🎤🎤
🎤🎤🎤🎤😍🎤😍😍
🎤🎤🎤🎤😍🎤🎤🎤
🎤🎤🎤🎤😍🎤🎤🎤
🎤🎤🎤🎤😍🎤🎤🎤
🎤😍😍😍😍🎤🎤🎤
😍😍😍😍😍🎤🎤🎤
😍😍😍😍😍🎤🎤🎤
🎤😍😍😍🎤🎤🎤🎤"
1062,Moses The Meek,2017-07-01T20:20:31.000Z,0,none,0,http://www.youtube.com/channel/UCPogEADffm-V2a45fSWJgrQ,I can't believe Apple has a new model already smh
1063,Bradley Larkin,2017-07-01T10:36:34.000Z,0,none,0,http://www.youtube.com/channel/UC1skw0u4ukK52YbdIxKDUGA,"""hello"" Justine"
1064,Kami Sherrill,2017-07-01T01:34:07.000Z,2,none,0,http://www.youtube.com/channel/UCo9CDAn7QsGbsL5P6fCFUUA,It is
1065,Kami Sherrill,2017-07-01T01:29:05.000Z,0,none,0,http://www.youtube.com/channel/UCo9CDAn7QsGbsL5P6fCFUUA,hi
1066,Kami Sherrill,2017-07-01T01:27:27.000Z,0,none,0,http://www.youtube.com/channel/UCo9CDAn7QsGbsL5P6fCFUUA,hi
1067,Gabby Ingellis,2017-06-30T17:37:24.000Z,0,none,0,http://www.youtube.com/channel/UCyphbz7Poc4SwtyWCPIGLsg,❤️❤️❤️💛💛💛❤️💛💛💛❤️💛💛💛❤️💛💛💛💛💛💛💛💛❤️
1068,The weird kid over there Not,2017-06-30T01:05:42.000Z,0,none,0,http://www.youtube.com/channel/UC_Ddw7fkuwGheypL1DAdT-g,Can you please please please do a iPad Pro 10.5 inch unboxing if you get it
1069,Naziha Amar,2017-06-29T20:49:48.000Z,0,none,0,http://www.youtube.com/channel/UCoEJFfhxyjxQHFnEYi9e9KA,hi
1070,Hunter mason,2017-06-29T12:52:39.000Z,0,none,0,http://www.youtube.com/channel/UCzIgYIgDG5OC1d-E7mwyOlg,Tho sub to me
1071,nayla cahaya,2017-06-28T12:03:06.000Z,2,none,0,http://www.youtube.com/channel/UC5ymQfnAvvmBtLFkqqyIJbw,OH MY GHAT! CAN I TOUCHHH
1072,AntiChewyBar,2017-06-28T06:10:03.000Z,0,none,0,http://www.youtube.com/channel/UCdZgbnwm1WVfuwuueqsz9SA,I got trolled and actually ripped open the box.... I was so sad after seeing that there was nothing there. I GOT TROLLED!
1073,adriana//mahleya//msp,2017-06-26T22:12:50.000Z,0,none,0,http://www.youtube.com/channel/UCf7xpzIdSVyLJfWvamxxCSg,NO sunlight  ;(
1074,Mayavati Banerjee,2017-06-26T11:05:58.000Z,0,none,0,http://www.youtube.com/channel/UCznY5W1XwLoM6XSCKUFYQcQ,"taking port n everything in consideration , do you think mac 2015 is better purchase than 2016 or 2017?"
1075,marinashtevnin1,2017-06-26T02:09:36.000Z,0,none,0,http://www.youtube.com/channel/UCYRaOmx8GJK9SAkVW74VHhg,how much dose it cost
1076,marinashtevnin1,2017-06-26T02:05:42.000Z,0,none,0,http://www.youtube.com/channel/UCYRaOmx8GJK9SAkVW74VHhg,just set it up
1077,marinashtevnin1,2017-06-26T01:58:29.000Z,0,none,0,http://www.youtube.com/channel/UCYRaOmx8GJK9SAkVW74VHhg,opin it!!!!!!!!!!!!!!!!!!!!
1078,ItsJustPaula F,2017-06-24T23:23:02.000Z,0,none,0,http://www.youtube.com/channel/UCePYMZns1EEPb-YjQxeoX8Q,Me
1079,Brianna Fabian,2017-06-24T17:42:54.000Z,0,none,0,http://www.youtube.com/channel/UCSfWkT_HUPR7MC-afAxZE-A,I love youuuuu vidsssssssss
1080,Blake Unrein,2017-06-23T20:34:50.000Z,0,none,0,http://www.youtube.com/channel/UCWM7fqHU_mGGIB6I2AaVmnA,Very weird unboxing
1081,Blake Unrein,2017-06-23T20:32:36.000Z,0,none,0,http://www.youtube.com/channel/UCWM7fqHU_mGGIB6I2AaVmnA,Haha
1082,Eloy Tinoco,2017-06-22T22:00:36.000Z,0,none,0,http://www.youtube.com/channel/UCwT6q7dPH7LoiiCRR310qeg,Hey
1083,Cole W,2017-06-21T20:52:43.000Z,0,none,0,http://www.youtube.com/channel/UC4hJrao7EHVIpv59pmT2Tcw,Lol
1084,Cole W,2017-06-21T20:52:37.000Z,0,none,0,http://www.youtube.com/channel/UC4hJrao7EHVIpv59pmT2Tcw,Haha
1085,Ice Playz,2017-06-20T02:33:44.000Z,0,none,0,http://www.youtube.com/channel/UCFRvJegDgIYQJvVUv_kIdvg,4:21 is weird😂😂😂😂😂😂😂😂
1086,ur mad XD,2017-06-19T18:12:44.000Z,2,none,0,http://www.youtube.com/channel/UCAQzCbBHVH4c7G_3HJ27A9A,hi
1087,Whitney Cleveland,2017-06-19T08:59:27.000Z,73,none,2,http://www.youtube.com/channel/UChlzbORQ2GPKaEDxx-79TNg,I love MacBook 💻
1088,theon ang,2017-06-19T05:28:59.000Z,0,none,0,http://www.youtube.com/channel/UCSg-0toWNmX2m8d_okdfoVg,my school is going to give us a macbook fo $899
1089,dan corvalan,2017-06-19T05:28:41.000Z,0,none,0,http://www.youtube.com/channel/UCi5iDepwgYNfDLZaZOywpng,"i think your reviews are a good way to get a feel of the products before purchasing, so whoever isnt interested on the subject can surf away and watch whatever..
the new track pad is indeed big, but thats fine..
congrats and keep up with the good work. 
:)"
1090,Joella Federer,2017-06-18T13:24:52.000Z,0,none,0,http://www.youtube.com/channel/UCh901UroKBNOFG_j8Sm3k0A,Black new band MacBook
1091,hudson mendoza,2017-06-18T05:18:31.000Z,0,none,0,http://www.youtube.com/channel/UC26TQYpH1-oAPe-G9ictOYg,"This girl pisses me off, I don't know why. She's just so annoying."
1092,Demitria Glenn,2017-06-18T03:28:53.000Z,0,none,0,http://www.youtube.com/channel/UCvdxtoplsDwj8ERmhJoDcGA,I have a MacBook Air
1093,JEMustang,2017-06-17T23:34:50.000Z,0,none,0,http://www.youtube.com/channel/UCgiEU6hXijIWpV0ET9IxwaQ,Man it's crazy how thin they have them now.
1094,addy g.,2017-06-17T15:02:01.000Z,72,none,0,http://www.youtube.com/channel/UCMG7XcOsrv732R_iJ6Vtg4Q,"The First thing she does when she picks it up : 
Smells It. 
Lol 💛💛💚💚💙💙💙💜💜❤️❤️❤️💛💛💛"
1095,Tommy,2017-06-16T19:35:27.000Z,0,none,0,http://www.youtube.com/channel/UCvyBZKomPsUhqsRD1_1wUsA,😙🙃😎😉🤓🤡😗🤡😗😎😗🤓😗😞🙃😔🙂😞😗😒😗😒🤡😗🤡😗🤡😗
1096,Maddie Steuck,2017-06-16T18:02:47.000Z,0,none,0,http://www.youtube.com/channel/UCIEQ8Ncdr_bDY-GT6DGgEHA,It's soooo cool I'm getting a new I phone 6s plus
1097,JNike,2017-06-16T17:40:11.000Z,0,none,0,http://www.youtube.com/channel/UC5KmFz7PgDwD2y340KxVMxg,It doesn't have the laptop smell?!
1098,Thomas Ennis,2017-06-16T02:05:27.000Z,0,none,0,http://www.youtube.com/channel/UCw-mowRcrmIslSUmXmEHFMQ,Is it just me or does everyone love live streams better?
1099,AWESOME EBW018448,2017-06-15T11:01:01.000Z,0,none,0,http://www.youtube.com/channel/UCCyLLtsfFtnXtbGWP2Ifcrw,hi
1100,AWESOME EBW018448,2017-06-15T11:00:46.000Z,0,none,0,http://www.youtube.com/channel/UCCyLLtsfFtnXtbGWP2Ifcrw,hi your the best
1101,Sourr,2017-06-14T18:16:22.000Z,0,none,0,http://www.youtube.com/channel/UC3w_7F_FWYaJ3iaMSmDpXLA,I know right
1102,BlackDiamond0218,2017-06-14T13:20:17.000Z,0,none,0,http://www.youtube.com/channel/UC_ZvuIUc7X21rUG7XuM_94w,Just open it
1103,Jean Muyuela,2017-06-14T07:05:27.000Z,0,none,0,http://www.youtube.com/channel/UC6ElsbPNK-8-WUUd_UnfAfg,mine doesnt have that inner plastic cover when i unboxed it. it makes me paranoid now..
1104,Tjadeintyo,2017-06-13T21:18:40.000Z,0,none,0,http://www.youtube.com/channel/UCKmsSyy7zr6DoUiRMcJgNLw,your just spoiled and rich arnt you justine
1105,Colin Woods,2017-06-13T13:59:36.000Z,220,none,8,http://www.youtube.com/channel/UCs181miO9aO9C2AJQ_nQ-iA,People talk trash about apple products yet they've probably never even used Apple products
1106,Tupac NBA,2017-06-12T22:36:47.000Z,0,none,0,http://www.youtube.com/channel/UCmTwH5Ez4I6wswfcBGpk7Ng,Hi
1107,KA - 08CS - Robert H Lagerquist Sr PS (1473),2017-06-12T15:17:30.000Z,0,none,0,http://www.youtube.com/channel/UCu9Pyhr0CaYDRiSg_pe8f9Q,I love you justine like if you do too
1108,lizi ksovreli,2017-06-12T14:34:01.000Z,0,none,0,http://www.youtube.com/channel/UCZsor9t1DE3FyzY1QxmrBQg,When she put the phone on the MacBook packenging (I'm bad at English). IT looked like....
1109,Jane Clay,2017-06-11T21:02:30.000Z,0,none,0,http://www.youtube.com/channel/UCkyiy8tf50SRDy3WbF7GpvA,Hi
1110,Danny Huang,2017-06-11T18:18:02.000Z,0,none,0,http://www.youtube.com/channel/UC8TWe7HPSpQEMs1omTNZYeg,Lol when she said Hey Siri it activated my Siri.
1111,Danny Huang,2017-06-11T18:17:52.000Z,0,none,0,http://www.youtube.com/channel/UC8TWe7HPSpQEMs1omTNZYeg,Lol when she said Hey Siri it activated my Siri.
1112,its me,2017-06-11T13:58:49.000Z,0,none,0,http://www.youtube.com/channel/UCsGSBxVw_ebIw_vYot9ceKg,ok this is amazing
1113,iskender erdinc,2017-06-10T19:43:34.000Z,0,none,0,http://www.youtube.com/channel/UCTt1FdDCU9dlAw9Edsqc22g,Cool Unboxing...
1114,John Liu - Awesome Videos,2017-06-10T16:53:33.000Z,11,none,0,http://www.youtube.com/channel/UCvcYGiIz_A4molXWvI3_pxw,And I'm 6 months late 😂🏁
1115,Calforn Gaming,2017-06-09T23:01:10.000Z,0,none,1,http://www.youtube.com/channel/UCqwLfleDuA9qYXUzUll6i5Q,When she said somebody told me that inside the cardboard of white box there is a adapter cable and now i am sure that she watch EverythingApplePro videos because EverythingApplePro is only guy who told this thing in his video and i think EverythingApplePro and iJustine will be a nice couple because EverythingApplePro have 3.9 million subs and iJustine have 3.7 million subs so would be great if they go in a room together and spent some good times alone with each other on a one bed 😉😉😉
1116,Dunya,2017-06-09T18:55:50.000Z,0,none,0,http://www.youtube.com/channel/UC2JMTng35YSs7rNIfsxiq6Q,I love you
1117,Hydrogen,2017-06-08T19:23:15.000Z,0,none,0,http://www.youtube.com/channel/UC7sZ6xFOjM-rBBK3hqipPQg,#Doungles4Days
1118,oussama ben hassine,2017-06-08T11:49:01.000Z,0,none,0,http://www.youtube.com/channel/UC1oQcSOAJl_-QbIy_AiSl_A,omg Dat hands
1119,Unicorna,2017-06-08T00:51:28.000Z,0,none,0,http://www.youtube.com/channel/UCU8iasKWdbFp3wIZizjfj_A,the keys light up when its in a dark place
1120,Isaac Lund,2017-06-07T21:56:11.000Z,0,none,0,http://www.youtube.com/channel/UCKq0OetvN_0h98EnTHZU0dA,The cabil was in there I saw lol dum
1121,Dean Grimmel,2017-06-07T14:06:23.000Z,0,none,0,http://www.youtube.com/channel/UCmnd-cGuByXumd85uJyjTWg,You touched the button to turn it on
1122,NateNation,2017-06-07T01:18:29.000Z,0,none,0,http://www.youtube.com/channel/UCGLmNu3rcjTrulzezbAf_rw,Do it
1123,sanwal farooque,2017-06-06T05:17:32.000Z,0,none,0,http://www.youtube.com/channel/UCJEEShqpuu42M2ytVs4WhOQ,"Oh yeah.. it feels soft and slick.

touch it.. touch it.. touch it.. oowwh I pushed it too hard..

oh yeah baby that's right.. "
1124,DerekPlayz ???,2017-06-06T04:21:56.000Z,0,none,0,http://www.youtube.com/channel/UCfgijPqqOsDAUjGCjQ2cWFg,Die
1125,amelie,2017-06-06T03:33:06.000Z,110,none,18,http://www.youtube.com/channel/UCJCF7IyrO1mn-ulYsCN636Q,How much money do you have woman?!
1126,Alex Pagava,2017-06-06T03:23:54.000Z,59,none,12,http://www.youtube.com/channel/UC4C-uJ6AFur6UtmgX5NhxMQ,buy me one plzz
1127,Mystic Joseoh,2017-06-05T13:33:34.000Z,0,none,0,http://www.youtube.com/channel/UC91QC-SYbl9LmJprALI3Qow,is that fake?
1128,Adi Vlogs,2017-06-05T08:00:04.000Z,0,none,0,http://www.youtube.com/channel/UCsNWHlvZi3g95u5ShqeLTug,Yes i rally want to know.
1129,OnlyKiiwi,2017-06-05T06:23:05.000Z,0,none,0,http://www.youtube.com/channel/UCFsVmCFuAtj2hXu9kW2VHFw,You a weard
1130,Bts Suga,2017-06-04T14:35:48.000Z,0,none,0,http://www.youtube.com/channel/UCGf5sFQczkshahxabHFNxvQ,That poop emoji tho :D
1131,Smart Spud,2017-06-04T11:47:28.000Z,0,none,0,http://www.youtube.com/channel/UCiakB7DX5gBfBotz0Vyh93g,her food was probably cold when she got to it... lol
1132,Thaelo11,2017-06-04T05:51:05.000Z,0,none,0,http://www.youtube.com/channel/UCsvpONNcgzHt8y7mXVMMuhw,is she like...hella rich or something?
1133,Sergio merenda,2017-06-04T00:16:38.000Z,0,none,0,http://www.youtube.com/channel/UCTRUxXW_qDZNK-4rtvlY44A,She's saying Sierra instead of Siri
1134,Zan Biyer,2017-06-03T15:47:31.000Z,0,none,0,http://www.youtube.com/channel/UCMEUktxnajKUxUMbOGcGLCw,iJustine please teach me with a vlog how to use a mac for the first time user.
1135,Casey Downing,2017-06-03T06:26:15.000Z,8,none,0,http://www.youtube.com/channel/UChCgtgvkY3MYBpWLyBFFY1g,"That piece of paper that you crumpled up and threw away was actually the screen/keyboard protector sheet, i would have kept it."
1136,Kate Purvis,2017-06-02T11:36:00.000Z,0,none,0,http://www.youtube.com/channel/UC26MoFpCz9mhDpGyBQFjC8g,You are psycho
1137,Kate Purvis,2017-06-02T11:35:40.000Z,0,none,0,http://www.youtube.com/channel/UC26MoFpCz9mhDpGyBQFjC8g,Omg
1138,Leah Stanton,2017-06-02T09:38:13.000Z,0,none,0,http://www.youtube.com/channel/UCQ6Vx-NYdNEUkveCsMzh9Lg,I'm getting the same MacBook as u but smaller for my bday and Christmas present my bday is 5th of November
1139,GamerzDomain,2017-06-01T09:37:47.000Z,0,none,0,http://www.youtube.com/channel/UCjcY4XWf2WG8BXxXPRhavaw,Looks amazing 😍
1140,Denyzi,2017-05-31T08:49:04.000Z,0,none,0,http://www.youtube.com/channel/UCb2TldIy8JYlPS3J_YLc5RA,I love you
1141,Sydnie Rosenfeld,2017-05-30T02:56:41.000Z,0,none,0,http://www.youtube.com/channel/UCvz2A4hVN0xfpxJ5Aqg8UTA,Getting mine Saturday and I can't wait... currently have the air from like 2013 and can't wait for it....
1142,Grav3yardsh1ft X,2017-05-29T16:14:19.000Z,0,none,0,http://www.youtube.com/channel/UC_mHtFRec-umUoQ_qcIi3ow,I might be getting a MacBook but not that one just a MacBook rose gold🌹
1143,Lindsey Lackey,2017-05-28T23:36:01.000Z,0,none,0,http://www.youtube.com/channel/UC4CgyfUKXZ1STT6BZ866heA,do a give away
1144,Lindsey Lackey,2017-05-28T23:33:39.000Z,0,none,0,http://www.youtube.com/channel/UC4CgyfUKXZ1STT6BZ866heA,why is the touch bar so big
1145,fatma 96,2017-05-28T08:36:26.000Z,0,none,0,http://www.youtube.com/channel/UCO1Axu8LZSNYC7WWfOUFppw,Were girls
1146,Kronos Fortnite,2017-05-28T02:14:10.000Z,0,none,0,http://www.youtube.com/channel/UCn8Gb_D2t98ZMwdYpGx23Ow,you at the best
1147,Kronos Fortnite,2017-05-28T02:11:27.000Z,0,none,0,http://www.youtube.com/channel/UCn8Gb_D2t98ZMwdYpGx23Ow,hi
1148,ThëyH8 Øn Ñy,2017-05-27T16:58:49.000Z,0,none,0,http://www.youtube.com/channel/UCS2MKNab_FZ1K-S3RKz3Ayw,R u rich
1149,Valery Ayapov,2017-05-27T01:47:07.000Z,0,none,0,http://www.youtube.com/channel/UC63hS818vabrgDrlT2X0Yow,👍😆😅🤣 you make my day - so emotional
1150,Fahad Ferrari,2017-05-26T20:42:56.000Z,0,none,0,http://www.youtube.com/channel/UCPSBYq1iMTeUsnD59KVHG4w,Ko
1151,Fahad Ferrari,2017-05-26T20:38:40.000Z,0,none,0,http://www.youtube.com/channel/UCPSBYq1iMTeUsnD59KVHG4w,U are soo cute
1152,Fahad Ferrari,2017-05-26T20:38:08.000Z,0,none,0,http://www.youtube.com/channel/UCPSBYq1iMTeUsnD59KVHG4w,Hello there lady
1153,thalialastra nugraha,2017-05-26T15:22:12.000Z,0,none,0,http://www.youtube.com/channel/UCPVYVssCnplcAl-vyb9t-yQ,LEBIAN PETE CAI MBOK!!
1154,Mohammed Shafei,2017-05-26T09:03:00.000Z,0,none,0,http://www.youtube.com/channel/UCJ-lOTcx6Ykw_xxtQeyiwLA,Buyer's remorse all over. It's a cute laptop but not that much better.
1155,Edward Robelo,2017-05-25T01:17:22.000Z,0,none,0,http://www.youtube.com/channel/UC4wvumNiKaq7J1OL6a-cW0Q,You're the best Justine!!  :D
1156,Conner Gilliand,2017-05-24T22:33:53.000Z,2,none,0,http://www.youtube.com/channel/UCMbqFUOLS9usTxFfi9cTaGw,You can do a color pictures and videos and pictures of it.
1157,Santiago Corzo Romero,2017-05-24T22:16:50.000Z,0,none,0,http://www.youtube.com/channel/UCWx1JRAt7pNddoVATJFpWDA,10:25 thats what she said 😂
1158,Irene Mims,2017-05-24T05:29:00.000Z,0,none,0,http://www.youtube.com/channel/UCcv9ImXlkSgw_4JxJoH8Org,You acting so crazy but I love it
1159,Zeynep Acun,2017-05-24T00:07:41.000Z,0,none,0,http://www.youtube.com/channel/UCquYFAYhuR0nPWmRNw6PGLw,I feel like she was tapping the keys really hard and my insides hurt
1160,Casey Downing,2017-05-23T10:49:01.000Z,0,none,0,http://www.youtube.com/channel/UChCgtgvkY3MYBpWLyBFFY1g,I thought i was bad for gadgets but you on the other hand lol
1161,Katherine Murray,2017-05-20T20:30:08.000Z,0,none,0,http://www.youtube.com/channel/UC6mUcjL5c_Qd41jbfWHX0-Q,Hi
1162,Julia Kessman,2017-05-20T15:12:17.000Z,0,none,0,http://www.youtube.com/channel/UCFq9rMGjb6nLgmE50kuyIsA,Hi
1163,jim smith,2017-05-20T06:21:08.000Z,0,none,0,http://www.youtube.com/channel/UCY8WHaCLmO1XZnCZYhb07zg,"Jeez such excitement. Wish i could afford one of those, but then i kind of prefer android."
1164,Ben Devanny,2017-05-20T05:27:41.000Z,0,none,0,http://www.youtube.com/channel/UCrkHdV5rSdHJK3TPMZ66F3Q,"It feels so slick, that's what she said, litterally"
1165,taehyung can u thrust me,2017-05-20T01:42:56.000Z,0,none,0,http://www.youtube.com/channel/UCWMbel3Krv0AcfpGNWcR5qw,I super want a macbook pro for school but i cant afford it :( i wish i can be as rich as you but im not.
1166,Sirekshna Nanthakaran,2017-05-19T10:27:00.000Z,21,none,1,http://www.youtube.com/channel/UCHFWtmX_-r4Ub2FdP2T12rA,"My Siri went of as well
When u said hey Siri 
It's weird"
1167,samuel c,2017-05-19T04:59:25.000Z,0,none,0,http://www.youtube.com/channel/UCCTEBxERIur1ghJOJb0bwLA,Casually smells box
1168,samuel c,2017-05-19T04:56:22.000Z,0,none,0,http://www.youtube.com/channel/UCCTEBxERIur1ghJOJb0bwLA,Casually smells laptop😂😂😂😂
1169,Zan Biyer,2017-05-18T13:32:09.000Z,0,none,0,http://www.youtube.com/channel/UCMEUktxnajKUxUMbOGcGLCw,Justine i've never used Apple computer before.I'm thinking about getting a new MacBook Pro with Touch Bar Are Apple computers Easy to learn for a PC user like me?
1170,kareem karaki,2017-05-18T03:34:55.000Z,0,none,0,http://www.youtube.com/channel/UCXJ_xPO6_umXlxUWbcQiK0g,jo
1171,Emmanuel Ekwe,2017-05-17T00:35:03.000Z,0,none,0,http://www.youtube.com/channel/UCyPbXhCd24TtZK5e3xCduew,I want one
1172,Abdülhamid Han,2017-05-16T13:06:12.000Z,0,none,1,http://www.youtube.com/channel/UCPcZa7sVNAB42TBPIUqWhDQ,I dont know why but her reaction kinda reminded me of the joker during his interrogation scene.
1173,Omega flash,2017-05-16T12:45:27.000Z,0,none,0,http://www.youtube.com/channel/UCfNKUsvuBJXDIZCHBd2QxoQ,"do u get this free because of giving review to YouTube by opening channel
or u have to buy it"
1174,joseph kummer,2017-05-15T20:53:40.000Z,0,none,0,http://www.youtube.com/channel/UClgFsl7mTjH5KhjIUVAKFnw,ya
1175,sujit sawant,2017-05-15T10:53:03.000Z,0,none,0,http://www.youtube.com/channel/UCjz8KqzE2bP69ePYSdGocNA,hiii
1176,LonestarLunkers,2017-05-14T22:40:23.000Z,0,none,0,http://www.youtube.com/channel/UCTpLH4pnycOdG3tXuVV0gyw,can you show us how to do a g7x mark 2 edit video on a apple laptop touchbar
1177,Dennis Tetrault,2017-05-13T16:49:59.000Z,7,none,0,http://www.youtube.com/channel/UCXi2MswhsSgn6c6VNyumS6g,The cable is too stiff????😂😂😂😂😂
1178,Casey Saibo,2017-05-13T12:32:45.000Z,0,none,0,http://www.youtube.com/channel/UCCgYaKmZx3CkglQKASKzaLA,now what do we look at...do we look at you or the mac....
1179,Janet Hobson,2017-05-12T18:59:29.000Z,0,none,0,http://www.youtube.com/channel/UC8iurPNjLrqMHULGf9l-gaw,hi
1180,Kemy,2017-05-12T14:02:06.000Z,0,none,0,http://www.youtube.com/channel/UCbiYMfuJOaUPJXlEj68jWdg,OMG YES
1181,Ashu Nawnage,2017-05-11T13:46:39.000Z,0,none,0,http://www.youtube.com/channel/UCbQbFpEXxkifZGDbUGr3Jag,you are so cute
1182,Olumide Ogunmola,2017-05-11T08:10:19.000Z,0,none,0,http://www.youtube.com/channel/UCHScajEnZ3oAiKQM4SOMOMA,"hello
will you be reading ur comments as they come?"
1183,Happy dreamer,2017-05-11T07:50:11.000Z,0,none,0,http://www.youtube.com/channel/UCBZ1_kZ2bxT_Vj60vpcyF-g,hey
1184,Mightys Chaos,2017-05-10T16:05:52.000Z,57,none,8,http://www.youtube.com/channel/UCJFYZP1F-4WLQgU5pzQEj0A,wish I could afford to get cool stuff like this. love watching your unboxing videos though
1185,Victoria Rusin,2017-05-09T23:38:22.000Z,0,none,0,http://www.youtube.com/channel/UCVqy0HcDgr9Vwq4-XYfghVg,Why do you care about everything.
1186,CB Peter,2017-05-09T19:08:25.000Z,0,none,0,http://www.youtube.com/channel/UCVz2zF_s3KZ_BKU8w2FrVvw,Is the thunderbolt three charger the same one you use for the iPhone?
1187,Aashray Sangroula,2017-05-09T12:09:17.000Z,0,none,0,http://www.youtube.com/channel/UClaDtZDBKFxIr2ldYtFFguw,hey
1188,Leticia Figueiredo,2017-05-08T11:58:58.000Z,0,none,0,http://www.youtube.com/channel/UCKiCqpXYqIjwaEEBdzswg9Q,What's happen
1189,JA BERTONE,2017-05-07T19:14:43.000Z,0,none,0,http://www.youtube.com/channel/UC3orL5-svt37nD9LzJ7EXdg,You're quite aroused Justine !
1190,Captain Hawk,2017-05-07T12:20:12.000Z,0,none,0,http://www.youtube.com/channel/UCqciqz2AWgKEfb688MQ59zg,What is the cost of it
1191,Fanny video,2017-05-07T09:48:07.000Z,0,none,0,http://www.youtube.com/channel/UC84wr4TW3OV7Jhq8biL2GCQ,when she said hey Siri to her MacBook my Siri went off on my phone
1192,dominic prout,2017-05-07T09:43:22.000Z,0,none,0,http://www.youtube.com/channel/UC4qHdjH1RHhlg4qCWGFnh0A,Is this live
1193,Mosey J.,2017-05-05T14:35:51.000Z,0,none,0,http://www.youtube.com/channel/UC7FRRvQQw0kPGajGNZCFlcQ,I'm Soo Jealous! I love y Justine!!
1194,fredross fr,2017-05-05T00:43:45.000Z,0,none,0,http://www.youtube.com/channel/UCrXWbrcNlGeINJV3aAGHcaA,you're so oa
